Demanda;Criado em;DRI Audiovisual;Data Entrega;Etapa;Área Demandadora
[ADs] Alunos Traction T84;October 24, 2025 11:10 AM;Raffaella Lima;;Cancelado;Matricial
[ADs] [ONLINE] [SKILLS] Edição Vlog TG;October 24, 2025 2:46 PM;Gui Juhas;;Aprovado;Educação
Trilha CF T05 - integra;October 24, 2025 4:47 PM;Gui Juhas;28/10/2025;Aprovado;Comunidades
[YOUTUBE] TG - CHINA;October 27, 2025 9:53 AM;Iago Padilha;;Aprovado;
Reels - Alfredo ;October 27, 2025 9:57 AM;Joyce Moraes;;Cancelado;Social G4
[CURSO] [Fundamentos em Vendas pelo WhatsApp] Syngoo;October 27, 2025 10:14 AM;Thainá Vilhena;05/02/2026;Aprovado;Educação
[REELS] [PODCAST] Corte Cesar Cielo - Valley;October 27, 2025 1:21 PM;Lucas Liberato;;Aprovado;Social G4
[REELS] [PODCAST] Corte Dener Lippert - Valley;October 27, 2025 1:26 PM;Lucas Liberato;;Aprovado;Social G4
[REELS] [PODCAST] Corte Nathalia Beauty - Valley;October 27, 2025 1:28 PM;Lucas Liberato;;Aprovado;Social G4
[REELS] [PODCAST] Corte Ale Zolko - Valley;October 27, 2025 1:30 PM;Gustavo Cairo;;Aprovado;Social G4
[REELS] [PODCAST] Corte Richard Stad - Valley;October 27, 2025 1:34 PM;Gustavo Cairo;;Aprovado;Social G4
[REELS] [PODCAST] Corte Henri - Valley;October 27, 2025 2:12 PM;Gustavo Cairo;29/10/2025;Aprovado;Social G4
[REELS] [PODCAST] Corte Bruno Henriques - Valley;October 27, 2025 2:13 PM;Gui Juhas;28/10/2025;Aprovado;Social G4
[ADs] [CORPORATIVO] [G4 VALLEY] Alfredo Soares;October 27, 2025 3:25 PM;Joyce Moraes;29/10/2025;Aprovado;Matricial
[ADs] [VALLEY] Bruno Nardon;October 27, 2025 4:17 PM;Lucas Liberato;;Aprovado;Matricial
[ADs] [PG] Ajustes Ads Ator;October 27, 2025 4:56 PM;;;Aprovado;
 Podcast Extremos Arthur Freitas ;October 27, 2025 5:45 PM;Raffaella Lima;;Aprovado;Podcast
 Podcast Papo de Gestão Rodrigo Maroja ;October 27, 2025 5:46 PM;Gui Juhas;05/11/2025;Aprovado;Podcast
ADS | Valley | Tallis (color);October 27, 2025 5:57 PM;Rafael Yaguiu;;Aprovado;Matricial
ADS | VALLEY  Alfredo (color);October 27, 2025 6:05 PM;Rafael Yaguiu;;Aprovado;Matricial
[YOUTUBE] [TG] Vasco Vasconcelos;October 27, 2025 6:08 PM;Iago Padilha;;Aprovado;
YT TG - Jantar de Negócios;October 27, 2025 6:10 PM;Iago Padilha;;Aprovado;
[Corte de Curso] [SKL] Cortes para o novo site Skills;October 27, 2025 8:52 PM;Thainá Vilhena;;Aprovado;Educação
[CASES] [CLUB] [PÓS-VALLEY] CASE BRUNO CERVI - 3;October 28, 2025 9:22 AM;Gui Juhas;;Aprovado;Comunidades
[CASES] [CLUB] [PÓS-VALLEY] CORINA GODOY - 4;October 28, 2025 9:30 AM;Gui Juhas;;Cancelado;Comunidades
[CASES] [CLUB] [PÓS-VALLEY] PRISCILA CALIL - 1;October 28, 2025 9:32 AM;Gui Juhas;;Aprovado;Comunidades
[CASES] [CLUB] [PÓS-VALLEY] LUANA - 5;October 28, 2025 9:39 AM;Gui Juhas;;Cancelado;Comunidades
[CASES] [CLUB] [PÓS-VALLEY] JOÃO TORRE - 2;October 28, 2025 9:49 AM;Joyce Moraes;;Aprovado;Comunidades
[GESTÃO EMPRESARIAL] Nivelamento para o encontro presencial;October 28, 2025 10:58 AM;Thainá Vilhena;11/11/2025;Aprovado;
 Podcast Papo de Gestão Luiz Cezar - especial Valley ;October 28, 2025 11:02 AM;Rafael Yaguiu;03/11/2025;Aprovado;Podcast
 Podcast Papo de Gestão Marcela Rezende ;October 28, 2025 11:03 AM;Gui Juhas;05/11/2025;Aprovado;Podcast
Produto Valley - Gravação Onboarding;October 28, 2025 11:04 AM;Thainá Vilhena;;Aprovado;Educação
[AFTERMOVIE] OTR Fortaleza;October 28, 2025 11:06 AM;Gui Juhas;;Aprovado;Comunidades
[ASSETS] [VALLEY] VÍDEO PRÉ MENTORES ALEXANDRE BETTAMIO ✅;October 28, 2025 1:37 PM;Erik Gomes;;Aprovado;Matricial
[ADs] [Paid] Edição Ads TG - Vídeo Tiktok;October 28, 2025 1:42 PM;Gui Juhas;;Cancelado;
[REELS] [MISA] Alumni T29 - Mulheres;October 28, 2025 1:51 PM;Gabrieli Rodrigues;;Aprovado;Social G4
[ASSETS] [VALLEY] VÍDEO PRÉ MENTORES NAPOLE ✅;October 28, 2025 3:57 PM;Thainá Vilhena;;Aprovado;Matricial
[ADs] [ONLINE] [SKILLS] Nardon - Trial R$ 1,00;October 28, 2025 5:27 PM;Thainá Vilhena;;Aprovado;Educação
[REELS] Gravação Social - Tools (Higor);October 29, 2025 9:38 AM;Rafael Yaguiu;;Aprovado;G4 Tools
[ADs] Novo skills + Trial 3 dias;October 29, 2025 9:48 AM;;;Aprovado;Educação
[REELS] Case Valley - Rafael Tecla (Tools);October 29, 2025 9:57 AM;Pedro Melo;;Aprovado;
[ADs] Valley com Alfredo;October 29, 2025 9:58 AM;;;Cancelado;Matricial
[REELS] [ALFREDO] Painel Le Creuset;October 29, 2025 10:00 AM;Gabrieli Rodrigues;;Aprovado;Social G4
[CASES] [CLUB] G4 VALLEY TELÃO - Daniel Coimbra;October 29, 2025 10:02 AM;;;Cancelado;Comunidades
[ADs] [CORPORATIVO] [G4 VALLEY - ONLINE] ALFREDO;October 29, 2025 10:02 AM;;;Cancelado;Matricial
[REELS] Depoimentos GE T141;October 29, 2025 10:05 AM;Pedro Augusto;;Aprovado;
Skills | Live Blackfriday;October 29, 2025 1:15 PM;Gui Juhas;03/11/2025;Aprovado;Educação
[REELS] [NOME DA CONTA] Nome do Reels;October 29, 2025 4:43 PM;;;Cancelado;Social G4
[ADs] [Valley] [online] Misa;October 29, 2025 4:43 PM;;;Cancelado;Educação
[ADs] [Valley online e Valley presencial] MISA;October 29, 2025 6:11 PM;;;Cancelado;Matricial
[ADs] [BU] [G4 Valley Online e Presencial] MISA;October 29, 2025 6:15 PM;;;Cancelado;Matricial
[ASSETS] [VALLEY] VIDEO PÓS-ALMOÇO - DIA 02;October 29, 2025 7:01 PM;Pedro Augusto;;Aprovado;Matricial
[ASSETS] [VALLEY] VIDEO PÓS-ALMOÇO - DIA 01;October 29, 2025 7:04 PM;Raffaella Lima;;Aprovado;Matricial
[ASSETS] [VALLEY] VIDEO PÓS-ALMOÇO - DIA 03;October 29, 2025 7:04 PM;Joyce Moraes;;Aprovado;Matricial
TOOLS | VALLEY | CASE G4 TECLAT;October 29, 2025 7:35 PM;Rafael Yaguiu;;Aprovado;G4 Tools
[VALLEY] REELS DIVULGAÇÃO MIKE CESSARIO;October 30, 2025 10:08 AM;Pedro Augusto;30/10/2025;Aprovado;Matricial
 Podcast Papo de Gestão Emília Chagas ;October 30, 2025 10:43 AM;Raffaella Lima;;Aprovado;Podcast
[CURSO] Pricing com Gustavo Martins;October 30, 2025 1:37 PM;;;Produção Blocked;Educação
[CASES] [SCALE] [PÓS-VALLEY] SIMÃO GOMES - 6;October 30, 2025 1:45 PM;Gui Juhas;;Cancelado;Matricial
[G4 ADVISOR] ONBOARDING  - Gravação TG;October 30, 2025 2:11 PM;;;Cancelado;Matricial
[ADs] [PG] [GE] Antônio Santos - Estilo Masterclass;October 30, 2025 2:37 PM;;;Cancelado;
[ADs] [PG] [GE] Edição Ads Alfredo;October 30, 2025 3:10 PM;;;Cancelado;
[ADs] [SKILLS] JOÃO VITOR;October 30, 2025 4:21 PM;;;Aprovado;Educação
[ADs] [VALLEY] ALFREDO SOARES (CASA DELE);October 30, 2025 5:00 PM;Pedro Melo;;Aprovado;Matricial
[ADs] [SKL] [SKL] Carol Portilho;October 30, 2025 5:22 PM;;;Cancelado;Educação
[ADs] [MATRICIAL] [VALLEY] Alfredo;October 30, 2025 7:03 PM;Vinicius Cruz;;Aprovado;Matricial
[ADs] [PRESENCIAL] [GE] Alfredo;October 30, 2025 7:07 PM;Iago Padilha;;Aprovado;
[ASSET VALLEY] VÍDEO PRÉ MENTORES MIKE CESSARIO;October 30, 2025 8:04 PM;Joyce Moraes;;Cancelado;Matricial
[TIPO DEMANDA] [BU] NOME DA DEMANDA;October 31, 2025 12:40 PM;;;Cancelado;
[ADs] [GE] - Antonio Santos;October 31, 2025 12:40 PM;Wilson Silva;;Aprovado;
[ADs] Valley - Alfredo - Soldout;October 31, 2025 1:44 PM;Gustavo Cairo;03/11/2025;Aprovado;Matricial
[REELS] [SCALE] Futebol Membros;October 31, 2025 2:07 PM;Gabrieli Rodrigues;;Aprovado;Social G4
[CASES] Scale Meeting - Frames;October 31, 2025 2:19 PM;Gui Juhas;;Aprovado;Comunidades
 Podcast Extremos Daniel Ribeiro ;October 31, 2025 3:18 PM;Joyce Moraes;;Aprovado;Podcast
[ADs] [SKILLS] ALFREDO;October 31, 2025 5:51 PM;;;Cancelado;Educação
[YOUTUBE] [ALFREDO]  FABRICA BOLD;October 31, 2025 6:27 PM;Iago Padilha;;Aprovado;
[YOUTUBE] [TG] ENCONTRO GOVERNADOR GO;October 31, 2025 6:28 PM;Iago Padilha;;Aprovado;
[CASES] [SCALE] Meeting;November 3, 2025 9:27 AM;;;Aprovado;Comunidades
[REELS] [TG] All Hands Faturamento;November 3, 2025 10:25 AM;;;;Social G4
[ADs] [Valley online] Tallis Gomes;November 3, 2025 1:28 PM;;;Aprovado;Matricial
[ASSETS] [VALLEY] VINHETAS PALESTRANTES;November 3, 2025 1:31 PM;Gustavo Cairo;;Aprovado;Matricial
Evento Interno CX;November 3, 2025 4:23 PM;Thainá Vilhena;11/11/2025;Aprovado;Matricial
ADS | Valley | Tallis;November 3, 2025 4:45 PM;Rafael Yaguiu;03/11/2025;Aprovado;Matricial
Vídeo Valley - Vip;November 3, 2025 5:10 PM;;;Aprovado;Matricial
[YOUTUBE G4] Apple - Regravação;November 3, 2025 6:38 PM;Pedro Augusto;;Aprovado;Youtube G4
[YOUTUBE G4] Estratégia de marketing da globo;November 3, 2025 6:40 PM;Joyce Moraes;;Aprovado;Youtube G4
[YOUTUBE] [G4] Streamings;November 3, 2025 6:41 PM;Raffaella Lima;;Aprovado;Youtube G4
Manifesto Valley | TG;November 3, 2025 6:43 PM;Amanda Rui;;Aprovado;
[ADs] Valley Online | TG;November 3, 2025 6:45 PM;;;Aprovado;
[ADs] [VALLEY] Online VIP - Alfredo;November 3, 2025 6:59 PM;Amanda Rui;;Aprovado;Matricial
[REELS] [TG] Cortes Podcast Joel J;November 4, 2025 4:02 PM;Gabrieli Rodrigues;;Aprovado;Social G4
[REELS] [ALFREDO] Palestra em MG;November 4, 2025 4:04 PM;Pedro Melo;;Aprovado;Social G4
[F1] [CLUB] VÍDEO PATROCINADORES;November 4, 2025 5:38 PM;Renata Nascimento;;Aprovado;Comunidades
[Cortes de Vídeos para Site] [SKL] Gravação de tela plataforma ;November 4, 2025 6:00 PM;Thainá Vilhena;10/12/2025;Aprovado;Educação
[ADs] [Valley] [Online] Tallis Gomes ;November 5, 2025 11:31 AM;Renata Nascimento;;Aprovado;Matricial
[ADs][SKILLS][CAROL PORTILHO];November 5, 2025 1:25 PM;Gui Juhas;26/11/2025;Aprovado;Educação
Reels G4 - Uri Levine (Waze)✅;November 5, 2025 5:12 PM;Raffaella Lima;;Aprovado;Matricial
[DEPOIMENTO] [TOOLS] Diogo Aguilar;November 5, 2025 5:23 PM;Rafael Yaguiu;;Cancelado;G4 Tools
[REELS] Tools | G4 Visit;November 5, 2025 5:26 PM;Pedro Melo;;Aprovado;
[JOURNEY] [T03/T04/T05/T06/T07] [Q&A] [GUILHERME BENCHIMOL] [05/11/2025];November 5, 2025 5:49 PM;Thainá Vilhena;;Cancelado;Educação
[JOURNEY] [T03/T04/T05/T06/T07] [Q&A] [TALLIS GOMES] [06/11/2025];November 5, 2025 6:04 PM;Thainá Vilhena;;Cancelado;Educação
[REELS] [TG] All Hands Valley;November 5, 2025 6:27 PM;;;;
 Podcast Extremos  Yuri Barbosa & Vinicius de Sá;November 6, 2025 11:06 AM;Raffaella Lima;;Aprovado;Podcast
 Podcast Extremos Thiago Franco (ICOMM) ;November 6, 2025 11:20 AM;Joyce Moraes;;Aprovado;Podcast
 Podcast Extremos Alessandro Cunha (BC Energia) ;November 6, 2025 11:39 AM;Thainá Vilhena;10/12/2025;Aprovado;Podcast
[REELS] [TG] Podcast Ceará Festa da Firma;November 6, 2025 11:48 AM;Gabrieli Rodrigues;;Blocked;Social G4
[AFTERMOVIE] Poker F1;November 6, 2025 1:52 PM;Gui Juhas;;Aprovado;Comunidades
[ASSETS] [VALLEY] VÍDEO PRÉ MENTORES ALEXANDRE ZOLKO ✅ (1);November 6, 2025 4:37 PM;Raffaella Lima;;Aprovado;Matricial
[REELS] [G4 EDUCACÃO] Formula 1;November 6, 2025 5:23 PM;Gui Juhas;;Aprovado;Social G4
 Podcast Papo de Gestão Giovanni Colacicco ;November 6, 2025 6:35 PM;Gui Juhas;;Aprovado;Podcast
 Podcast Extremos Diogo Aguilar ;November 6, 2025 6:36 PM;Erik Gomes;;Aprovado;Podcast
 Podcast Extremos Fábio Ferraz ;November 6, 2025 6:37 PM;Wilson Silva;;Aprovado;Podcast
As regras do jogo - Manifesto Nardon;November 7, 2025 9:39 AM;Lucas Liberato;;Aprovado;Social G4
[BU] [Journey - Mentoria TG;November 7, 2025 9:54 AM;Thainá Vilhena;;Aprovado;Educação
[REELS] [MATRICIAL] All Hands Rebranding;November 7, 2025 10:43 AM;Gabrieli Rodrigues;;Aprovado;
[Online] Live | Tendencias e ameaças de 2026;November 7, 2025 11:30 AM;Gui Juhas;;Cancelado;Educação
[REELS] [SOCIAL] All Hands Novo Código TG;November 7, 2025 12:11 PM;Gabrieli Rodrigues;10/10/2025;Aprovado;Social G4
Podcast G4 Tools Diego Ivo (Tools);November 7, 2025 4:14 PM;Rafael Yaguiu;08/12/2025;Aprovado;Podcast
[PODCAST] [TOOLS] Rafael Figueredo;November 7, 2025 4:15 PM;Rafael Yaguiu;;Aprovado;G4 Tools
[PODCAST] [TOOLS] Alessandro Cunha;November 7, 2025 4:15 PM;Rafael Yaguiu;;Aprovado;G4 Tools
[CURSO] Análises financeiras com o ChatGPT com Rodrigo Fernandes;November 7, 2025 5:48 PM;Thainá Vilhena;;Cancelado;Educação
[YOUTUBE] [Nardon - Formula 01;November 10, 2025 12:58 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [Nardon - Globo Portas];November 10, 2025 1:00 PM;Gustavo Cairo;;Cancelado;
[ADs] Traction - Leandro Fariello;November 10, 2025 1:28 PM;Gui Juhas;;Aprovado;
[ADs] Traction - Gustavo Martins;November 10, 2025 1:32 PM;Mayara Alvares;;Aprovado;
[Valley] Mentoria pré-valley 1º lote;November 10, 2025 3:14 PM;;;Cancelado;
 Podcast Papo de Gestão Gustavo Martins ;November 10, 2025 5:45 PM;Raffaella Lima;;Aprovado;Podcast
[ADs] [MATRICIAL] [VALLEY] ALFREDO;November 11, 2025 10:38 AM;;;Aprovado;Matricial
[AFTERMOVIE] Academia de Liderança 03;November 11, 2025 11:11 AM;Raffaella Lima;12/12/2025;Aprovado;
[ASSETS] [VALLEY] VÍDEO PRÉ ROBERTO REIS ✅ ;November 11, 2025 5:50 PM;Erik Gomes;;Aprovado;Matricial
[ADs] Alfredo - Gravação de Ads 18.11;November 12, 2025 2:36 PM;;;Aprovado;Educação
[ADs] Ads GE - Últimas turmas de 2025 - Misa;November 12, 2025 3:19 PM;;;Aprovado;
[ADs] Últimas turmas de 2025 - JV;November 12, 2025 3:23 PM;Pedro Augusto;;Aprovado;Educação
[ADs] Ads G4 CX - Juliana Loch;November 12, 2025 3:25 PM;Pedro Augusto;;Aprovado;Educação
[CURSO] Atualizações de cursos;November 12, 2025 4:16 PM;;;Cancelado;Educação
[TRANSMISSÃO] VALLEY 4;November 13, 2025 11:16 AM;;;Aprovado;
[AFTERMOVIE] VALLEY 4;November 13, 2025 11:17 AM;;;Aprovado;Matricial
[REELS] VALLEY 4;November 13, 2025 11:17 AM;;;Aprovado;Matricial
 Podcast Extremos Inacio Dapper e Henrique (Move On) ;November 17, 2025 12:24 PM;Erik Gomes;;Aprovado;Podcast
 Podcast Extremos Renato Cariani ;November 17, 2025 1:58 PM;Wilson Silva;;Aprovado;Podcast
[REELS] Tools - M3;November 17, 2025 2:34 PM;Rafael Yaguiu;;Cancelado;G4 Tools
[SCALE] [Scale Meeting] T01A - Finanças;November 17, 2025 3:19 PM;Gui Juhas;08/12/2025;Aprovado;Comunidades
 Podcast Papo de Gestão Juliana Loch ;November 17, 2025 4:23 PM;Gui Juhas;09/12/2025;Aprovado;Podcast
[REELS] [G4 EDUCACAO] Corte Renato Cariani - Podcasts;November 17, 2025 7:00 PM;Wilson Silva;;Aprovado;Social G4
PDI - Time de People;November 18, 2025 10:45 AM;Thainá Vilhena;;Aprovado;Educação
Deck de Vendas Club ;November 18, 2025 10:47 AM;Wilson Silva;15/12/2025;Aprovado;Comunidades
[REELS] Tools - Commo CRM;November 18, 2025 12:25 PM;Rafael Yaguiu;;Aprovado;G4 Tools
Trilha PA T06;November 18, 2025 1:27 PM;Gui Juhas;19/11/2025;Aprovado;Comunidades
[REELS] Tools - Gamefic;November 18, 2025 2:23 PM;Rafael Yaguiu;;Cancelado;G4 Tools
[EVENTO] Tools - Jantar ;November 18, 2025 2:27 PM;Rafael Yaguiu;;Cancelado;G4 Tools
ADs BF - Nardon;November 18, 2025 3:46 PM;Lucas Liberato;19/11/2025;Aprovado;Educação
 Podcast Papo de Gestão  Carol Portilho  ;November 18, 2025 4:05 PM;Raffaella Lima;;Aprovado;Podcast
[ADS] Ûltimas turmas de 2025 - Nardon;November 18, 2025 5:21 PM;Mayara Alvares;;Aprovado;
Ads GEMP e FG4 - JV;November 18, 2025 5:28 PM;Pedro Augusto;15/12/2025;Aprovado;Educação
Ads GEMP - Manoel Lins;November 18, 2025 5:29 PM;Joyce Moraes;;Cancelado;Educação
Ads GEMP e FG4 - Alfredo;November 18, 2025 5:30 PM;Gui Juhas;;Cancelado;Educação
Ads GEMP - Rodrigo Fernandes;November 18, 2025 5:31 PM;;;Cancelado;Educação
Ads GEMP e FG4 - Misa;November 18, 2025 5:33 PM;Gustavo Cairo;;Aprovado;Educação
[ADs] [CORPORATIVO] [BLACKFRIDAY] ALFREDO;November 18, 2025 8:36 PM;Gui Juhas;;Aprovado;Educação
Ads - FG4, ISCAS E GEMP - Nardon;November 19, 2025 12:00 PM;Gui Juhas;16/12/2025;Aprovado;Educação
[ADs][ONLINE][IA FACELESS][CAMPEÃO 🏆];November 19, 2025 4:08 PM;Erik Gomes;05/12/2025;Aprovado;Educação
[ADs][ONLINE][CRIATIVOS VIRAIS]      ;November 19, 2025 4:20 PM;Erik Gomes;05/12/2025;Aprovado;Educação
[EDIÇÃO] [SCL] WEBMEETING;November 19, 2025 5:58 PM;Gui Juhas;01/12/2025;Aprovado;Comunidades
[REELS] [TG] Global Investidor Symposium;November 19, 2025 7:57 PM;;;;
[Skills- Live Alfredo - Tendencias para 2026;November 19, 2025 7:59 PM;Gui Juhas;01/12/2025;Aprovado;Educação
[PUBLICIDADE] [MATRICIAL] CAMPANHA SBT E BAND;November 20, 2025 11:26 AM;Wilson Silva;03/12/2025;Aprovado;Matricial
Webnário - Jon;November 20, 2025 11:38 AM;Gui Juhas;;Aprovado;Educação
[ADs] [MATRICIAL] [MÉTODO G4] Jonh;November 20, 2025 7:42 PM;Rafael Yaguiu;;Cancelado;Matricial
[PODCAST] [TOOLS] Thiago Barreto;November 24, 2025 11:48 AM;Rafael Yaguiu;;Aprovado;G4 Tools
 Podcast Extremos  Douglas Viegas / Poderosíssimo Ninja ;November 24, 2025 2:09 PM;Gui Juhas;25/11/2025;Aprovado;Podcast
Como começar a importar da China - Lincoln Francari;November 24, 2025 5:53 PM;Joyce Moraes;;Aprovado;Educação
[KV] CLASS 16;November 25, 2025 10:12 AM;Lucas Liberato;;Aprovado;Comunidades
[VÍDEO] [ABERTURA] CLASS 16;November 25, 2025 10:13 AM;Lucas Liberato;;Aprovado;Comunidades
[SKILLS] [CLUBE DO LIVRO] Transmissão;November 25, 2025 10:50 AM;Gui Juhas;09/12/2025;Aprovado;Educação
[ADs] [CORPORATIVO] [BLACKFRIDAY] TALLIS GOMES;November 25, 2025 11:24 AM;Joyce Moraes;;Aprovado;Educação
[Skills] Criando Clientes Vendedores - Rodrigo Noll;November 25, 2025 2:03 PM;Thainá Vilhena;;Aprovado;Educação
[Skills] Curso Sólides - Távira Magalhães;November 25, 2025 2:05 PM;;;Cancelado;Educação
[CURSO] [Introdução a IA] Victor Meireles ;November 25, 2025 2:37 PM;Joyce Moraes;29/01/2026;Aprovado;Educação
Skills - Aula ao Vivo com Bruno Cunha;November 25, 2025 2:38 PM;Gui Juhas;18/12/2025;Aprovado;Educação
[Club - Talks T33;November 25, 2025 7:42 PM;Gui Juhas;01/12/2025;Aprovado;Comunidades
[ADs] [CORPORATIVO] [BLACK FRIDAY G4 E G4 PELO BRASIL] ALFREDO;November 26, 2025 9:20 AM;Raffaella Lima;;Aprovado;Matricial
[ADs] Trilha PA 05;November 26, 2025 10:27 AM;Gui Juhas;01/12/2025;Aprovado;Comunidades
[ADs] Frontier com Alfredo ;November 26, 2025 10:37 AM;Pedro Melo;;Aprovado;Matricial
[REELS] Tools Organico 01 - Higor;November 26, 2025 12:56 PM;Rafael Yaguiu;;Aprovado;G4 Tools
MANIFESTO DA NOVA MARCA G4;November 26, 2025 1:40 PM;Rafael Yaguiu;;Aprovado;Matricial
 Podcast Extremos Erico Rocha ;November 26, 2025 2:40 PM;Gui Juhas;;Aprovado;Podcast
Vídeo de Página BF com Alfredo;November 26, 2025 3:11 PM;Vinicius Cruz;;Aprovado;Educação
BLACKFRIDAY G4 - UpSell - [Pass] TG;November 26, 2025 3:12 PM;Gui Juhas;;Aprovado;Educação
[YOUTUBE] [NARDON] BLACK FRIDAY;November 26, 2025 3:13 PM;Pedro Augusto;;Aprovado;
[UPSELL] [Black Friday] Alfredo Soares;November 26, 2025 5:34 PM;Wilson Silva;01/12/2025;Aprovado;Educação
[ADS] [MATRICIAL] ADS LIVE JOHN;November 26, 2025 8:55 PM;Vinicius Cruz;;Aprovado;
[ADs][ONLINE][REFORMULAR IA FACELESS];November 27, 2025 2:03 PM;Raffaella Lima;;Aprovado;Educação
[ADs] TG - MIL ADS;November 27, 2025 3:12 PM;Pedro Augusto;;Aprovado;
[ADs] ALFREDO - MIL ADS;November 27, 2025 3:13 PM;Pedro Augusto;;Blocked;Educação
[ADs] [Black Friday] NARDON;November 27, 2025 4:52 PM;Gui Juhas;27/11/2025;Aprovado;Educação
[ADs][ONLINE][CORTES DA LIVE BF25];November 27, 2025 9:15 PM;Raffaella Lima;11/12/2025;Aprovado;Educação
[ADs][ONLINE][NOVOS FACELESS];November 28, 2025 10:16 AM;Erik Gomes;16/01/2026;Aprovado;Educação
[ADs] [CORPORATIVO] [BLACKFRIDAY G4] TALLIS;November 28, 2025 12:07 PM;Raffaella Lima;;Aprovado;Educação
[ADs] [CORPORATIVO] [BLACKFRIDAY G4] ALFREDO;November 28, 2025 1:41 PM;Erik Gomes;;Aprovado;Matricial
 Podcast Extremos Alexandre Faustino ;November 28, 2025 4:56 PM;Raffaella Lima;;Aprovado;Podcast
[SCALE] [Scale Meeting] T02B Finanças;November 30, 2025 9:40 AM;Gui Juhas;;Aprovado;Comunidades
 Podcast Extremos Pós Valley com Cunha, Verônica e Collares ;December 1, 2025 10:22 AM;Gui Juhas;02/12/2025;Aprovado;Podcast
[CASES] [VALLEY] Edição;December 1, 2025 11:18 AM;Gui Juhas;06/01/2026;Aprovado;Matricial
 Podcast Papo de Gestão Leandro Fariello  ;December 1, 2025 5:26 PM;Joyce Moraes;;Aprovado;Podcast
[PODCAST] [TOOLS] Adriano  Subirá;December 1, 2025 6:51 PM;Rafael Yaguiu;;Aprovado;G4 Tools
[ADs] [BU] [UPSELL BF] ALFREDO;December 1, 2025 7:08 PM;Gui Juhas;01/12/2025;Aprovado;Educação
[Advisor] - Aula Inaugural T01 com Heitor Siviero;December 2, 2025 10:36 AM;Gui Juhas;08/12/2025;Aprovado;Educação
[Entrevista Nardon - Revista Oeste;December 2, 2025 3:31 PM;;;Aprovado;
[G4 PB] [PRÉ MENTORES] THEO OROSCO;December 3, 2025 2:25 PM;Wilson Silva;;Aprovado;Matricial
[G4 PB] [PRÉ MENTORES] GUSTAVO PAGOTTO;December 3, 2025 2:27 PM;Wilson Silva;;Aprovado;Matricial
[CASE] [PODCAST VALLEY] Club;December 3, 2025 4:40 PM;Gui Juhas;15/12/2025;Aprovado;Matricial
[Edição] Boas-vindas Traction;December 3, 2025 5:37 PM;Gui Juhas;;Aprovado;
[REELS] [TG] Cortes Primo Pobre;December 3, 2025 5:53 PM;Jasiel Viana;10/12/2025;Aprovado;Social G4
[REELS] [TG] Cortes Market Makers;December 3, 2025 6:02 PM;Gabrieli Rodrigues;10/12/2025;Aprovado;Social G4
[G4 PB] [PRÉ MENTORES] HENRI ZYLBERSTJAIN;December 3, 2025 6:04 PM;Wilson Silva;;Aprovado;Matricial
[CASES] [PODCAST VALLEY] Alunos destaque;December 4, 2025 10:35 AM;Gui Juhas;15/12/2025;Aprovado;Matricial
[CLUB] AFTERMOVIE CLASS 16;December 4, 2025 12:01 PM;Lucas Liberato;;Aprovado;Comunidades
[CLUB] REELS CLASS 16;December 4, 2025 12:02 PM;Gui Juhas;;Aprovado;Comunidades
[GESTÃO] [TRACTION] Aula Online Finanças - Pós-programa;December 4, 2025 3:23 PM;Gui Juhas;18/12/2025;Aprovado;Educação
[YOUTUBE] [TG] BF + FECHAMENTO + PALESTRA;December 4, 2025 4:24 PM;Pedro Augusto;10/12/2025;Aprovado;
[TRILHA ONBOARDING GE] JULIAN TONIOLI;December 5, 2025 3:21 PM;;;Cancelado;
[JOURNEY] [T03 a T07] [Aula 1: Saúde Financeira com Giovanni Colacicco] [08/12/2025];December 5, 2025 3:56 PM;Gui Juhas;09/12/2025;Aprovado;Educação
[JOURNEY] [T03 a T07] [Aula 2: Planejamento Financeiro com Julian Tonioli] [09/12/2025];December 5, 2025 4:00 PM;Gui Juhas;;Aprovado;Educação
[JOURNEY] [T03 a T07] [Aula 3: Gestão de Custos e Despesas com Gustavo Martins] [10/12/2025];December 5, 2025 4:02 PM;Gui Juhas;11/12/2025;Aprovado;Educação
[JOURNEY] [T03 a T07] [Aula 4: Cash Flow na Prática com Eduardo Camargo] [11/12/2025];December 5, 2025 4:15 PM;Gui Juhas;12/12/2025;Aprovado;Educação
[JOURNEY] [T03 a T07] [Aula 5: Financiamento Estratégico com Leandro Fariello] [12/12/2025];December 5, 2025 4:18 PM;Raffaella Lima;;Aprovado;Educação
[JOURNEY] [T03 a T07] [Aula 6: Gestão de Riscos Financeiros com Rodrigo Fernandes] [13/12/2025];December 5, 2025 4:22 PM;Gui Juhas;;Cancelado;Educação
 Podcast Extremos Marcos Paulo ;December 5, 2025 4:50 PM;Lucas Liberato;;Aprovado;Podcast
 Podcast Papo de Gestão Tatiana Pimenta ;December 5, 2025 5:09 PM;Gustavo Cairo;;Aprovado;Podcast
[YOUTUBE] [G4] Mecanismos: A verdade por trás dos rótulos;December 8, 2025 3:12 PM;Lucas Liberato;;Aprovado;Youtube G4
[YOUTUBE] [TG] CLASS + BSB;December 8, 2025 3:48 PM;Pedro Augusto;;Aprovado;
